ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
APP-E-0008,ERPNext custom report not loading,"Hi team, a custom report we use every week is giving a script error and not loading. We need it for Monday morning review.",Software & Applications,High,Finance,step_by_step,Step 1: Check the report script in Report Builder for syntax errors. Step 2: Run report in debug mode to identify the failing line. Step 3: Check if any linked DocType fields have been renamed. Step 4: Restore previous version from version history.,4,0.82,satisfied,False,False,False,erp
APP-E-0009,ERPNext Purchase Order form not saving,This is really frustrating. When I try to save a Purchase Order in ERPNext it shows a validation error but does not say what is wrong.,Software & Applications,Medium,Finance,step_by_step,Step 1: Check the browser console (F12) for specific error messages. Step 2: Ensure all mandatory fields including Delivery Date and Supplier are filled. Step 3: Check item rates have correct UOM. Step 4: Try in a different browser to rule out cache issues.,4,0.87,not_helpful,False,True,False,erp
APP-E-0010,Sales Invoice not generating automatically,Quick question — sales invoices are not being auto-generated from Sales Orders. This was working last week. Finance is waiting.,Software & Applications,High,Marketing,step_by_step,Step 1: Check Sales Order status is Submitted — auto-invoicing only works on submitted orders. Step 2: Verify customer payment terms allow automatic invoicing. Step 3: Check ERPNext scheduler is running with bench doctor. Step 4: Manually trigger from Sales Order if urgent.,4,0.67,satisfied,False,False,False,erp
APP-E-0011,ERPNext custom report not loading,"Hello, A custom report we use every week is giving a script error and not loading. We need it for Monday morning review. Please help.",Software & Applications,High,Finance,step_by_step,Step 1: Check the report script in Report Builder for syntax errors. Step 2: Run report in debug mode to identify the failing line. Step 3: Check if any linked DocType fields have been renamed. Step 4: Restore previous version from version history.,4,0.84,satisfied,False,False,False,erp
APP-E-0012,ERPNext custom report not loading,A custom report we use every week is giving a script error and not loading. We need it for Monday morning review.,Software & Applications,High,Finance,step_by_step,Step 1: Check the report script in Report Builder for syntax errors. Step 2: Run report in debug mode to identify the failing line. Step 3: Check if any linked DocType fields have been renamed. Step 4: Restore previous version from version history.,4,0.69,satisfied,False,False,False,erp
APP-E-0013,Stock ledger showing negative stock,"Hi team, eRPNext is showing negative stock for several items in our main warehouse. This should not be possible.",Software & Applications,High,Operations,step_by_step,Step 1: Run Stock Ledger report filtered by affected items. Step 2: Identify transactions that caused negative stock — usually backdated entries. Step 3: Make a stock reconciliation entry to correct balances. Step 4: Enable Raise Error for Negative Stock setting.,4,0.7,satisfied,False,False,False,erp
APP-E-0014,ERPNext Purchase Order form not saving,Urgent - When I try to save a Purchase Order in ERPNext it shows a validation error but does not say what is wrong.,Software & Applications,Critical,IT,step_by_step,Step 1: Check the browser console (F12) for specific error messages. Step 2: Ensure all mandatory fields including Delivery Date and Supplier are filled. Step 3: Check item rates have correct UOM. Step 4: Try in a different browser to rule out cache issues.,4,0.97,escalated,True,True,False,erp
APP-E-0015,ERPNext custom report not loading,Following up on this issue — a custom report we use every week is giving a script error and not loading. We need it for Monday morning review.,Software & Applications,High,HR,step_by_step,Step 1: Check the report script in Report Builder for syntax errors. Step 2: Run report in debug mode to identify the failing line. Step 3: Check if any linked DocType fields have been renamed. Step 4: Restore previous version from version history.,4,0.76,satisfied,False,False,False,erp
APP-E-0016,ERPNext Purchase Order form not saving,When I try to save a Purchase Order in ERPNext it shows a validation error but does not say what is wrong.,Software & Applications,Medium,IT,step_by_step,Step 1: Check the browser console (F12) for specific error messages. Step 2: Ensure all mandatory fields including Delivery Date and Supplier are filled. Step 3: Check item rates have correct UOM. Step 4: Try in a different browser to rule out cache issues.,4,0.8,satisfied,False,True,False,erp
APP-E-0017,ERPNext custom report not loading,Not sure if this is the right place but a custom report we use every week is giving a script error and not loading. We need it for Monday morning review.,Software & Applications,High,Marketing,step_by_step,Step 1: Check the report script in Report Builder for syntax errors. Step 2: Run report in debug mode to identify the failing line. Step 3: Check if any linked DocType fields have been renamed. Step 4: Restore previous version from version history.,4,0.79,not_helpful,False,False,False,erp
APP-E-0018,Stock ledger showing negative stock,"Hello, ERPNext is showing negative stock for several items in our main warehouse. This should not be possible. Please help.",Software & Applications,Medium,HR,step_by_step,Step 1: Run Stock Ledger report filtered by affected items. Step 2: Identify transactions that caused negative stock — usually backdated entries. Step 3: Make a stock reconciliation entry to correct balances. Step 4: Enable Raise Error for Negative Stock setting.,4,0.76,satisfied,False,False,False,erp
APP-E-0019,HR Payroll processing throwing errors,Urgent - ERPNext is throwing a component calculation error when running payroll for this month. We need to process by end of day.,Software & Applications,Critical,Operations,step_by_step,Step 1: Identify employee records causing error from the error log. Step 2: Check salary structures are correctly assigned to all employees. Step 3: Verify all attendance records for the period are marked. Step 4: Re-run payroll after fixing employee-specific issues.,4,0.66,escalated,True,False,False,erp
APP-E-0020,HR Payroll processing throwing errors,"Hi team, eRPNext is throwing a component calculation error when running payroll for this month. We need to process by end of day.",Software & Applications,Critical,Sales,step_by_step,Step 1: Identify employee records causing error from the error log. Step 2: Check salary structures are correctly assigned to all employees. Step 3: Verify all attendance records for the period are marked. Step 4: Re-run payroll after fixing employee-specific issues.,4,0.58,escalated,True,False,False,erp
APP-E-0021,Stock ledger showing negative stock,"Hi team, eRPNext is showing negative stock for several items in our main warehouse. This should not be possible.",Software & Applications,High,IT,step_by_step,Step 1: Run Stock Ledger report filtered by affected items. Step 2: Identify transactions that caused negative stock — usually backdated entries. Step 3: Make a stock reconciliation entry to correct balances. Step 4: Enable Raise Error for Negative Stock setting.,4,0.82,satisfied,False,False,False,erp
